cik,cusip6,cusip8
70866.0,108956,10895676
886043.0,95766M,95766M60
805305.0,116046,11604684
921112.0,152878,15287858
1352302.0,37250U,37250U20
1090872.0,229180,22918085
86312.0,270069,27006945
1089094.0,09248T,09248T10
1050140.0,249906,24990610
1207074.0,92827P,92827P10
18498.0,371532,37153210
927355.0,872386,87238610
1137888.0,67070Y,67070Y10
80035.0,740444,74044410
899751.0,88830M,88830M10
1389030.0,226378,22637810
771266.0,500600,50060010
1211583.0,31447P,31447P10
1498403.0,09071M,09071M10
1167419.0,92262A,92262A10
1159040.0,09248C,09248C20
1517022.0,00972D,00972D10
1378239.0,400501,40050110
1559865.0,30040P,30040P10
825202.0,78080N,78080N10
1360530.0,92849E,92849E10
1485527.0,19566B,19566B10
1080014.0,88338T,88338T10
1010612.0,871237,87123710
1215913.0,41021P,41021P10
1365160.0,257055,25705510
1349454.0,897888,89788810
1083383.0,26927H,26927H10
1471256.0,229894,22989410
1269238.0,22943F,22943F10
910322.0,046265,04626510
1320414.0,81619Q,81619Q10
1085706.0,932096,932096
1567529.0,M6240T,M6240T10
861884.0,759509,75950910
80172.0,453181,453181
830122.0,693366,69336620
911109.0,60740F,60740F10
891293.0,12648L,12648L10
1429560.0,89532E,89532E10
1127371.0,155685,15568510
1495231.0,46603N,46603N20
1059562.0,502079,50207910
1100663.0,109076,10907623
1297937.0,701455,70145510
853816.0,515098,51509810
1334036.0,227046,22704610
1094392.0,781270,78127010
1522469.0,50541A,50541A10
917470.0,68162K,68162K10
711377.0,640491,64049110
1557421.0,451731,45173110
1325879.0,053588,05358810
1121702.0,591018,59101880
355948.0,763165,76316510
1074952.0,67066Y,67066Y10
1095052.0,139046,13904652
924717.0,868873,86887310
768835.0,089302,08930210
43920.0,397624,39762410
1397173.0,67073G,67073G10
803647.0,925297,92529710
51434.0,290451,29045126
1297587.0,151681,15168102
1222719.0,12811P,12811P10
1295810.0,173276,17327689
1421461.0,46121Y,46121Y10
1021635.0,175603,17560384
1038186.0,09255C,09255C10
109563.0,03820C,03820C10
1561680.0,87265H,87265H10
1045126.0,09254P,09254P10
1051470.0,22822V,22822V10
884614.0,123380,12338020
1598655.0,Y2687W,Y2687W10
1015820.0,176211,17621191
5094.0,46132L,46132L10
1452477.0,76970B,76970B10
1399520.0,88338K,88338K10
1517492.0,26853A,26853A10
1116284.0,302043,30204310
765880.0,426804,42680428
1378564.0,98954L,98954L10
17313.0,140501,14050110
1308547.0,25659T,25659T10
1064642.0,78464A,78464A35
1233681.0,09249W,09249W10
704532.0,630077,63007710
1605997.0,66561Y,66561Y10
1459862.0,727517,727517
102729.0,920253,92025310
103730.0,928298,92829810
1230276.0,698354,69835410
315374.0,447324,44732410
1273931.0,60935Y,60935Y20
1267902.0,902952,90295210
754673.0,780961,780961
1084991.0,799353,799353
1131324.0,37244c,37244c10
1025835.0,293712,29371210
108312.0,980745,98074510
840883.0,056032,05603210
912147.0,780915,78091510
1500435.0,38268T,38268T10
52795.0,035290,03529010
796534.0,419707,419707
1041859.0,168905,16890510
1316625.0,82706L,82706L10
926423.0,822079,822079
319201.0,482480,48248010
1527622.0,777149,77714910
1260041.0,41013V,41013V10
1383496.0,33737M,33737M20
1590714.0,72766Q,72766Q10
1289868.0,557437,55743710
893739.0,413833,41383310
51644.0,261021,26102154
896985.0,25065D,25065D10
773840.0,394627,39462731
1086139.0,582828,58282820
1169445.0,942551,942551
729580.0,986241,986241
797465.0,854305,85430520
1517496.0,33829R,33829R10
1124140.0,30063P,30063P10
810958.0,821071,821071
1394159.0,113026,11302644
918646.0,26969P,26969P10
356037.0,126389,12638910
1393311.0,131283,13128373
1454021.0,95768A,95768A10
1479750.0,139794,13979410
60519.0,162221,16222142
1275014.0,90385V,90385V10
1345105.0,P31076,P3107610
874499.0,108332,10833268
1131063.0,67070A,67070A10
879407.0,042797,04279720
883237.0,92828Q,92828Q10
816159.0,009128,00912830
1019695.0,04269E,04269E10
944480.0,36191X,36191X10
888410.0,09254N,09254N10
1287213.0,25960R,25960R10
47111.0,427866,42786610
825542.0,810186,81018610
19584.0,16359R,16359R10
1360214.0,45323A,45323A20
750686.0,133034,13303410
1507957.0,451622,45162210
1169028.0,09249K,09249K10
1381054.0,44887W,44887W30
85974.0,783764,78376410
1061574.0,39945C,39945C10
908732.0,208690,20869054
38725.0,353514,35351410
794367.0,211106,21110627
1306965.0,231487,23148709
866273.0,576853,57685310
1504795.0,Y09675,Y0967510
1535031.0,89969Q,89969Q10
869405.0,67062N,67062N10
708781.0,14808P,14808P10
1350487.0,451565,451565
12239.0,84842R,84842R30
101778.0,692240,69224027
936402.0,500490,50049055
1094847.0,68232J,68232J10
1487918.0,67103B,67103B10
1230869.0,G3156P,G3156P10
1292556.0,73179V,73179V10
1451433.0,67060H,67060H10
767920.0,69344F,69344F10
1013131.0,190311,19031146
30305.0,858494,858494
1436549.0,591517,59151710
1100663.0,464288,46428832
313478.0,40420K,40420K10
1316656.0,261608,26160810
1518419.0,101484,10148496
1015647.0,020283,02028310
899715.0,875465,87546510
889900.0,106212,10621267
714310.0,220953,22095385
1364250.0,25960P,25960P10
352541.0,115526,11552624
55067.0,487836,48783610
1454741.0,27829L,27829L10
947484.0,G0450A,G0450A10
1020646.0,26884K,26884K30
1420302.0,54142L,54142L10
1553326.0,95727P,95727P10
853496.0,000000,00000000
1473597.0,78478V,78478V10
1181187.0,092479,09247910
1368148.0,04744L,04744L10
1443669.0,743713,74371310
1046050.0,887098,88709810
1287865.0,171769,17176983
85961.0,783549,78354910
1023731.0,100012,10001244
1108109.0,112703,11270349
1564822.0,72348P,72348P10
878518.0,876511,87651110
863900.0,592834,59283410
1526697.0,037638,03763810
832489.0,373678,37367820
1133311.0,89421Q,89421Q20
51548.0,460335,46033520
794685.0,362397,36239710
1576427.0,226718,22671810
1227857.0,018825,01882510
1359111.0,699357,699357
790816.0,111752,11175262
1302573.0,68234X,68234X10
1288992.0,278279,27827910
23795.0,364208,364208
1137360.0,57060U,57060U59
1573698.0,278284,27828410
350894.0,104883,10488306
1158172.0,20564W,20564W10
1424454.0,779376,77937610
1261249.0,00847L,00847L10
1144980.0,043436,04343610
846676.0,00301W,00301W10
1211759.0,20786J,20786J10
888137.0,48126T,48126T10
924822.0,600551,60055120
1137887.0,67070X,67070X70
1381531.0,100453,10045389
62996.0,211979,21197965
1579762.0,38147W,38147W10
1405073.0,03834A,03834A10
1379400.0,021060,02106020
1431567.0,671807,67180710
1176984.0,27827X,27827X10
916540.0,143690,14369094
1578685.0,59564N,59564N10
1599617.0,67011P,67011P10
18396.0,125071,12507110
1203464.0,450913,45091310
1472619.0,54179W,54179W10
1077771.0,904214,90421410
1487952.0,918809,918809
1580670.0,50187T,50187T10
888491.0,107287,10728762
924901.0,102528,10252800
1064642.0,78464A,78464A39
1460198.0,49726K,49726K10
923118.0,437306,43730610
1070750.0,44107P,44107P10
1487101.0,493723,49372310
1053532.0,127488,12748875
1162027.0,01864V,01864V40
20286.0,172062,17206210
23082.0,106501,10650176
814547.0,303250,30325010
1076195.0,53217R,53217R20
1362898.0,053470,05347010
1436304.0,501570,50157010
1176309.0,68403P,68403P20
764622.0,103964,10396427
1312073.0,92342Y,92342Y10
1430592.0,317485,31748510
926326.0,68213N,68213N10
1412914.0,09255Q,09255Q10
1077688.0,439038,43903810
1403385.0,87151Q,87151Q10
16160.0,128030,12803020
1450524.0,657488,65748810
833795.0,43739D,43739D30
98338.0,262432,26243210
1439199.0,22945C,22945C10
1399250.0,893716,89371620
1254419.0,584045,58404510
918965.0,806037,80603710
1380509.0,40418F,40418F10
860546.0,22002T,22002T10
934547.0,062896,06289610
1414475.0,958254,95825410
1034670.0,U0508X,U0508X11
1036188.0,74727D,74727D30
944480.0,36227K,36227K10
1419521.0,41902R,41902R10
1549802.0,47215P,47215P10
1076522.0,44931J,44931J10
1511261.0,29260D,29260D10
800459.0,413086,41308610
1412665.0,598511,59851110
1069878.0,89531P,89531P10
719413.0,422704,42270410
822663.0,458334,45833410
1001385.0,610249,610249
1610114.0,090572,09057220
750556.0,512868,51286867
103595.0,927107,92710740
1581091.0,75524W,75524W10
1499274.0,45249J,45249J10
897075.0,76028H,76028H20
1025362.0,38115J,38115J10
1335112.0,81747V,81747V10
1157377.0,00726W,00726W10
1089872.0,36268Q,36268Q10
1383496.0,33737M,33737M10
1486526.0,359362,35936210
885125.0,46133G,46133G10
1361658.0,98310W,98310W10
794170.0,149939,14993902
930667.0,464286,46428636
1379246.0,09689U,09689U20
1454981.0,670706,67070610
922358.0,315293,31529310
89089.0,124078,12407862
1282957.0,36242L,36242L20
1364128.0,01535P,01535P10
1314772.0,865646,86564610
1472341.0,95790C,95790C10
60086.0,540424,54042410
1018979.0,03071H,03071H10
942149.0,604673,60467310
1167470.0,09249P,09249P10
895531.0,46132H,46132H10
1333513.0,242309,24230910
66496.0,601158,60115810
1083643.0,312059,31205910
1370416.0,960908,96090830
1108967.0,126576,12657620
918541.0,629337,62933710
1437106.0,897133,897133
1221715.0,460951,46095110
315126.0,290160,29016010
886035.0,369300,36930010
831547.0,84763A,84763A10
887590.0,25158V,25158V10
1286613.0,533535,53353510
1450011.0,72201R,72201R81
945699.0,46600W,46600W10
1160110.0,92334N,92334N10
1573312.0,67075B,67075B10
885012.0,P37149,P3714910
919239.0,752713,75271371
909108.0,25264R,25264R20
1331745.0,874083,87408310
764065.0,145043,14504398
846596.0,25159F,25159F10
881524.0,928551,92855110
946454.0,058516,05851610
1283630.0,121488,12148851
936395.0,171779,17177930
919991.0,355931,35593142
1485487.0,16112R,16112R10
1060009.0,494580,49458010
1447380.0,60743E,60743E10
1102750.0,23302R,23302R10
1132597.0,185932,18593247
1045309.0,38388F,38388F10
1576169.0,08180D,08180D10
107687.0,974637,97463710
1516212.0,78467V,78467V60
772406.0,172755,17275510
724910.0,629445,62944520
912892.0,212396,21239601
1504379.0,M20598,M2059810
1533932.0,92210H,92210H10
1605725.0,Y9384M,Y9384M10
3570.0,16411R,16411R20
855887.0,26202F,26202F10
844059.0,30292L,30292L10
313927.0,100543,10054361
1115836.0,G67743,G6774310
891037.0,09255A,09255A10
1316360.0,451734,45173410
879101.0,369286,36928631
1419242.0,04878Q,04878Q86
928421.0,577223,57722310
1610128.0,G52237,G5223710
805264.0,05463D,05463D10
707549.0,512807,51280710
1548981.0,02927E,02927E30
1302028.0,563420,56342010
319815.0,577767,57776710
763532.0,50216C,50216C10
927003.0,007973,00797310
1385292.0,61022P,61022P10
1122130.0,88337U,88337U10
1590976.0,56117J,56117J10
929869.0,114362,11436225
706688.0,002535,00253530
67716.0,141127,14112776
59558.0,183298,18329811
899715.0,102626,10262683
1409493.0,16934Q,16934Q10
895655.0,471109,47110910
95572.0,83416V,83416V10
1459417.0,90214J,90214J10
66388.0,600548,60054820
1522420.0,05573H,05573H10
1070750.0,797487,79748706
1524223.0,56382Q,56382Q10
1171264.0,167266,16726635
888919.0,404132,40413210
1108205.0,231269,23126910
70415.0,36225V,36225V10
1080709.0,152958,15295845
1000623.0,808541,80854110
890264.0,300614,30061450
1353487.0,55939L,55939L20
1408075.0,388689,38868910
1005229.0,199333,19933310
1016281.0,143905,14390510
1572684.0,90265Y,90265Y10
1168164.0,880598,880598
745308.0,182057,18205737
1553846.0,757468,75746810
917523.0,76155G,76155G10
1157377.0,00762W,00762W10
914025.0,727493,72749310
1423689.0,260906,26090665
783280.0,328368,32836889
1173911.0,29250X,29250X10
885307.0,47733C,47733C20
1517936.0,33738D,33738D30
1166036.0,570759,57075910
1074769.0,67066X,67066X10
1071371.0,300466,30046676
704051.0,524901,52490110
1313275.0,10921T,10921T10
707388.0,872391,87239110
1178840.0,64123C,64123C10
1048268.0,45811E,45811E30
1423053.0,120265,12026548
1565146.0,40222T,40222T10
1546429.0,09257R,09257R10
1046102.0,767744,76774410
886136.0,786598,78659830
1434620.0,46113M,46113M10
1006281.0,74365A,74365A10
828916.0,118161,11816178
54681.0,486026,48602610
934549.0,003881,00388130
723603.0,230215,23021510
1113481.0,584688,58468810
1261694.0,88164L,88164L10
1169770.0,05990K,05990K10
1609951.0,63546L,63546L10
1084554.0,53224K,53224K10
843006.0,46520M,46520M20
1071899.0,09254C,09254C10
1582982.0,58464J,58464J10
350907.0,885175,88517530
793547.0,964868,964868
357097.0,315721,31572120
225648.0,22282E,22282E10
1388126.0,723653,72365310
901832.0,107655,10765566
1023514.0,295187,29518708
1516007.0,678049,67804910
1091801.0,573083,57308310
1608741.0,670699,67069910
1102256.0,680194,68019410
1046859.0,759663,75966310
78814.0,724479,72447910
916540.0,237266,23726610
849213.0,113242,11324285
1371446.0,30247C,30247C40
862716.0,67062E,67062E10
896159.0,213862,21386205
1401680.0,21925Y,21925Y10
1028357.0,091901,09190110
202375.0,521078,52107810
1378872.0,73936Q,73936Q83
896494.0,000000,00000000
38079.0,346091,34609170
1490286.0,89148B,89148B10
882104.0,181400,18140090
1031623.0,402307,40230710
925683.0,409735,40973520
1520167.0,742667,74266750
1430523.0,94762T,94762T
1140022.0,190285,19028511
913957.0,03216B,03216B20
1227025.0,64051T,64051T10
1175580.0,160066,16006603
911160.0,749941,74994110
1453420.0,278750,27875010
704415.0,422245,42224510
1364089.0,18383M,18383M65
814184.0,103297,10329774
106532.0,962149,96214910
897322.0,M51474,M5147411
1464963.0,872438,87243810
40987.0,129825,12982596
889971.0,532257,53225780
1591517.0,101297,10129731
928340.0,G23773,G2377310
1008586.0,86323X,86323X10
1507934.0,85571Q,85571Q10
724910.0,317632,317632
1332201.0,52186N,52186N10
1162461.0,232109,23210910
906193.0,493143,49314310
1176194.0,09249N,09249N10
1027552.0,05965X,05965X10
791907.0,535678,53567810
60667.0,591046,59104604
1322439.0,Y2187A,Y2187A12
1057877.0,451107,45110710
1158463.0,240281,24028107
65984.0,153925,15392559
1578620.0,01374T,01374T10
1287808.0,431466,43146610
885725.0,101137,10113710
1317630.0,118906,11890646
102741.0,920355,92035510
1505497.0,090655,09065510
1580808.0,002121,00212110
105418.0,948849,94884910
72573.0,624580,62458010
1332551.0,76120W,76120W50
56873.0,389700,38970033
1528393.0,98919T,98919T10
1209821.0,22765Y,22765Y10
917470.0,877654,877654
1271214.0,46071F,46071F10
1132979.0,33616C,33616C10
88000.0,810202,81020210
315852.0,123481,12348172
75398.0,95766T,95766T10
1417892.0,G7500C,G7500C10
897077.0,011311,01131110
1329377.0,33733A,33733A10
1276520.0,389012,38901219
886043.0,95766M,95766M10
886158.0,075896,07589610
351231.0,519359,519359
1492298.0,78573L,78573L10
945983.0,946760,94676010
1488775.0,184692,184692
866374.0,Y2573F,Y2573F10
1032033.0,466426,46642679
1287701.0,107861,10786127
1047122.0,267098,26709816
1334814.0,98954A,98954A10
1062292.0,499184,49918410
1104657.0,576690,57669010
1358071.0,20605P,20605P10
1590560.0,N90064,N9006410
1172724.0,766315,76631535
110471.0,978097,97809710
21076.0,106017,10601754
701818.0,761081,76108154
930236.0,758075,75807540
887394.0,09254G,09254G10
851968.0,608190,60819010
1562476.0,87724P,87724P10
1357326.0,103613,10361324
1051741.0,246400,24640059
1513965.0,02752P,02752P10
927653.0,148877,14887788
1064728.0,179108,17910895
91847.0,836144,83614410
1137393.0,09248F,09248F10
1428205.0,308713,30871345
1278021.0,57060D,57060D10
1524190.0,45174L,45174L10
1437071.0,103294,10329463
1278895.0,09256A,09256A10
873860.0,675746,67574630
1600422.0,868153,86815310
1449488.0,12637A,12637A10
1111711.0,210054,21005426
889900.0,703481,70348110
1163348.0,H01531,H0153110
1459266.0,98979G,98979G10
896400.0,625453,62545310
1302028.0,92342X,92342X10
1181026.0,09250G,09250G10
913165.0,30064E,30064E10
1075415.0,81721M,81721M10
700923.0,55405W,55405W10
895447.0,824889,82488910
88948.0,817070,81707050
1509986.0,64118U,64118U10
80420.0,739128,73912810
928340.0,907143,907143
1321834.0,00973E,00973E10
875045.0,132704,13270498
793074.0,950755,95075510
1365662.0,517799,517799
1092699.0,964997,964997
921051.0,872391,87239110
1001902.0,461148,46114810
1363438.0,33731K,33731K10
1049502.0,55306N,55306N10
896159.0,H0023R,H0023R10
893538.0,78454L,78454L10
1547341.0,18469Q,18469Q10
1131096.0,04685W,04685W10
1424847.0,266947,26694788
822416.0,275690,27569073
350832.0,872391,87239110
2809.0,165804,16580415
884713.0,22163N,22163N10
1301236.0,83600C,83600C10
915358.0,82661L,82661L10
18255.0,149205,14920510
1411912.0,76926M,76926M10
216539.0,58441K,58441K10
771992.0,697900,69790010
908993.0,46132E,46132E10
1281926.0,27828U,27828U10
1524471.0,135637,13563730
12208.0,905722,90572207
1362481.0,02082E,02082E20
1065087.0,012423,01242310
1553467.0,Y7545W,Y7545W10
1141673.0,45825R,45825R20
1371446.0,560990,560990
885245.0,118440,11844010
924642.0,923449,92344910
1507385.0,02917T,02917T40
312069.0,930004,93000471
766701.0,101815,10181529
1318482.0,201501,20150106
1409565.0,746094,74609420
1528930.0,53128T,53128T10
749251.0,366651,36665110
937941.0,69323K,69323K10
1422862.0,69345P,69345P10
99197.0,893506,89350610
858803.0,05348P,05348P40
1576336.0,001503,00150310
276209.0,780563,780563
913142.0,077454,07745410
1019671.0,811699,81169910
1578453.0,Y2188B,Y2188B10
96869.0,879080,87908010
1589390.0,299222,29922210
1272830.0,92886T,92886T20
790051.0,142339,14233910
1050446.0,594972,59497240
1467434.0,71674W,71674W30
37808.0,187923,18792366
216085.0,419596,41959610
910068.0,95766K,95766K10
42582.0,231347,23134700
93314.0,928661,92866110
1320375.0,092501,09250110
712770.0,969028,969028
701347.0,154760,15476040
1470683.0,G2113X,G2113X10
1379699.0,25400A,25400A10
81955.0,752185,75218510
839533.0,25160C,25160C10
1557523.0,74255X,74255X10
1035983.0,199908,19990810
723612.0,053774,05377410
1069530.0,69562k,69562k10
1610682.0,903318,90331810
1318484.0,965325,965325
1074691.0,27826V,27826V10
885734.0,67063W,67063W10
42682.0,383082,38308210
879682.0,69341D,69341D10
884121.0,87911K,87911K10
1318482.0,G11152,G1115210
4281.0,013817,01381710
1610466.0,822634,82263410
97216.0,563420,56342010
36104.0,100039,10003929
1280058.0,09227Q,09227Q10
75362.0,693718,69371810
1267902.0,95766R,95766R10
354869.0,161216,16121660
943861.0,382410,38241040
1084869.0,68243Q,68243Q10
880285.0,29250R,29250R10
1334978.0,18451C,18451C10
1396502.0,41013P,41013P74
1178946.0,26144M,26144M10
1169031.0,09249A,09249A10
1591890.0,68244P,68244P10
814453.0,211730,21173024
8868.0,054303,05430310
1353283.0,848637,84863710
1562051.0,64129H,64129H10
1035267.0,46120E,46120E60
1056087.0,579489,57948910
1166126.0,188212,18821212
1279704.0,15117F,15117F20
1077771.0,169212,16921258
354908.0,302445,30244510
1169988.0,09739C,09739C10
88205.0,784635,78463510
1568292.0,465893,46589310
1144354.0,42235N,42235N10
108385.0,749844,749844
97134.0,880345,88034510
833040.0,355145,35514510
1069183.0,87651B,87651B10
1418135.0,145899,14589912
946581.0,102223,10222394
704562.0,121308,12130885
809173.0,552737,55273710
1104349.0,938568,938568
866829.0,100821,10082117
830487.0,95766N,95766N10
1129260.0,92857F,92857F10
1071265.0,654599,65459979
1222922.0,27828H,27828H10
311471.0,G0471F,G0471F10
1268896.0,523594,52359451
1306965.0,191481,19148160
900422.0,746922,74692210
1434588.0,38526M,38526M10
902978.0,95766E,95766E10
730263.0,885160,88516010
1124198.0,343412,34341210
709283.0,171343,17134354
1000694.0,162816,16281679
1549966.0,828359,82835910
96831.0,878895,87889530
1278211.0,52106W,52106W10
1137360.0,57061R,57061R40
64670.0,517658,51765808
1090116.0,67071L,67071L70
1354217.0,928645,92864510
1320854.0,662896,662896
1308161.0,100687,10068733
1043604.0,48203R,48203R10
1065696.0,501889,50188920
1124941.0,073685,07368510
1457543.0,115912,11591247
1298946.0,224099,22409908
69499.0,348523,34852351
1584509.0,03852U,03852U10
1182325.0,87582Y,87582Y10
1056288.0,314211,31421110
1072627.0,496904,49690420
